<<<<<<< HEAD
"","host_is_superhost","host_identity_verified","neighborhood","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","guests_included","minimum_nights","number_of_reviews","instant_bookable","is_business_travel_ready","cancellation_policy","dairport"
"233","f","t","Jamaica Plain","Apartment","Private room",1,1,1,1,"Real Bed",70,1,3,0,"t","f","flexible",8754
"234","f","t","Jamaica Plain","Guest suite","Entire home/apt",2,1,1,1,"Real Bed",100,2,3,134,"f","t","strict",8754
"235","f","t","Jamaica Plain","Guesthouse","Private room",2,1,1,1,"Real Bed",179,1,1,2,"t","f","moderate",8754
"236","f","f","Jamaica Plain","Apartment","Private room",2,1,1,1,"Real Bed",65,1,2,38,"f","f","strict",8754
"237","f","t","Jamaica Plain","House","Entire home/apt",6,1,4,4,"Real Bed",335,1,4,2,"f","f","strict",8754
"238","t","t","Jamaica Plain","Apartment","Entire home/apt",9,2,4,4,"Real Bed",195,4,2,109,"f","t","strict",8754
"239","f","f","Jamaica Plain","Apartment","Entire home/apt",5,2,2,1,"Real Bed",189,1,3,0,"f","f","strict",8754
"240","f","f","Jamaica Plain","Apartment","Private room",2,1,1,1,"Real Bed",80,1,1,1,"f","f","moderate",8754
"241","f","f","Jamaica Plain","Other","Private room",1,1,0,1,"Real Bed",37,1,5,2,"t","f","flexible",8754
"242","f","f","Jamaica Plain","House","Private room",1,1,1,1,"Real Bed",65,1,1,5,"t","f","strict",8754
"243","f","t","Jamaica Plain","House","Entire home/apt",10,2.5,5,5,"Real Bed",250,4,5,3,"f","f","strict",8754
"244","f","f","Jamaica Plain","Other","Private room",1,1,0,1,"Real Bed",37,1,3,0,"t","f","flexible",8754
"245","f","t","Jamaica Plain","Apartment","Entire home/apt",4,1,2,2,"Real Bed",225,4,3,20,"f","f","strict",8754
"246","f","f","Jamaica Plain","Apartment","Entire home/apt",3,1,1,1,"Real Bed",144,1,3,0,"f","f","strict",8754
"247","f","f","Jamaica Plain","Guest suite","Private room",2,1,0,1,"Real Bed",138,1,3,4,"f","f","flexible",8754
"248","f","f","Jamaica Plain","Apartment","Private room",2,1,1,1,"Real Bed",61,1,1,0,"t","f","strict",8754
"249","f","t","Jamaica Plain","Apartment","Entire home/apt",3,1,1,1,"Real Bed",133,1,3,0,"f","f","strict",8754
"250","t","t","Jamaica Plain","Apartment","Private room",2,1,1,1,"Real Bed",50,2,1,189,"t","f","flexible",8754
"251","f","t","Jamaica Plain","Apartment","Entire home/apt",4,1,2,2,"Real Bed",120,1,1,0,"f","f","flexible",8754
"252","f","f","Jamaica Plain","Apartment","Entire home/apt",3,1,1,1,"Real Bed",87,1,1,7,"f","f","moderate",8754
"253","f","f","Jamaica Plain","Apartment","Entire home/apt",4,1,1,2,"Real Bed",150,2,2,2,"f","f","moderate",8754
"254","f","t","Jamaica Plain","Apartment","Entire home/apt",3,1,0,1,"Real Bed",111,1,3,0,"f","f","strict",8754
"255","f","f","Jamaica Plain","House","Entire home/apt",2,1,1,1,"Real Bed",151,1,3,17,"f","t","flexible",8754
"256","t","t","Jamaica Plain","Apartment","Private room",2,1,1,1,"Futon",69,1,2,174,"f","f","moderate",8754
"257","f","t","Jamaica Plain","House","Private room",2,2,1,1,"Real Bed",150,1,1,24,"f","f","moderate",8754
"258","f","t","Jamaica Plain","Apartment","Entire home/apt",4,1,2,2,"Real Bed",200,4,2,35,"f","f","strict",8754
"259","t","t","Jamaica Plain","House","Private room",4,1,2,2,"Real Bed",125,2,1,176,"f","f","strict",8754
"260","t","t","Jamaica Plain","Apartment","Entire home/apt",2,1,1,1,"Real Bed",85,1,2,89,"t","f","moderate",8754
"261","t","t","Jamaica Plain","Apartment","Entire home/apt",8,1.5,4,5,"Real Bed",350,1,2,1,"f","f","moderate",8754
"262","f","t","Jamaica Plain","Apartment","Private room",2,1,1,1,"Real Bed",100,1,1,1,"f","f","flexible",8754
"263","f","t","Jamaica Plain","Apartment","Entire home/apt",4,1,2,2,"Real Bed",150,1,1,1,"f","f","flexible",8754
"264","f","t","Jamaica Plain","Apartment","Private room",1,1,1,1,"Real Bed",27,1,1,0,"f","f","flexible",8754
"265","t","t","Jamaica Plain","Condominium","Private room",1,1,1,1,"Real Bed",65,1,3,24,"f","f","moderate",8754
"266","f","f","Jamaica Plain","Apartment","Private room",2,1,1,1,"Real Bed",65,1,7,0,"f","f","flexible",8754
"267","t","t","Jamaica Plain","Apartment","Private room",2,1,1,1,"Real Bed",100,1,3,35,"f","f","moderate",8754
"268","f","f","Jamaica Plain","House","Entire home/apt",6,2,3,3,"Real Bed",225,1,3,0,"t","f","flexible",8754
"269","t","t","Jamaica Plain","Condominium","Private room",2,1,1,1,"Real Bed",61,1,2,20,"f","f","moderate",8754
"270","f","f","Jamaica Plain","Apartment","Entire home/apt",6,1,3,4,"Real Bed",275,5,3,0,"f","f","moderate",8754
"271","f","t","Jamaica Plain","Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,1,1,1,"f","f","strict",8754
"272","f","f","Jamaica Plain","House","Private room",2,1,1,2,"Real Bed",75,1,1,61,"f","f","flexible",8754
"273","t","t","Jamaica Plain","Bed & Breakfast","Private room",1,1.5,1,1,"Real Bed",75,1,1,99,"f","f","strict",8754
"274","f","t","Jamaica Plain","House","Private room",2,2,1,1,"Real Bed",70,2,1,9,"f","f","moderate",8754
"275","f","t","Jamaica Plain","Apartment","Entire home/apt",6,1,3,3,"Real Bed",159,3,1,3,"t","f","strict",8754
"276","f","t","Jamaica Plain","Apartment","Entire home/apt",3,1,1,1,"Real Bed",135,1,3,0,"f","f","strict",8754
"277","t","t","Jamaica Plain","Apartment","Entire home/apt",5,1,1,3,"Real Bed",140,3,1,145,"f","t","moderate",8754
"278","t","t","Jamaica Plain","Condominium","Private room",2,1,3,2,"Real Bed",100,2,1,44,"f","f","strict",8754
"279","f","t","Jamaica Plain","House","Private room",3,1,1,2,"Real Bed",70,2,2,171,"f","f","flexible",8754
"280","f","t","Jamaica Plain","Apartment","Entire home/apt",3,1,1,1,"Real Bed",140,1,3,0,"f","f","strict",8754
"281","f","t","Jamaica Plain","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed",110,1,4,1,"f","f","strict",8754
"282","f","f","Jamaica Plain","Apartment","Entire home/apt",6,1,2,4,"Real Bed",200,4,3,0,"f","f","strict",8754
"283","f","t","Jamaica Plain","Apartment","Entire home/apt",4,1,2,4,"Real Bed",183,4,2,10,"f","f","strict",8754
"284","t","t","Jamaica Plain","Apartment","Private room",2,1,1,1,"Real Bed",80,1,1,6,"f","f","moderate",8754
"285","f","t","Jamaica Plain","Apartment","Private room",3,1,1,2,"Futon",94,2,2,113,"f","f","moderate",8754
"286","f","t","Jamaica Plain","Apartment","Private room",2,1,1,1,"Real Bed",50,1,1,5,"f","f","flexible",8754
"287","t","t","Jamaica Plain","Apartment","Entire home/apt",6,1,3,5,"Real Bed",300,4,3,14,"f","t","strict",8754
"288","t","t","Jamaica Plain","House","Private room",2,1,1,1,"Real Bed",80,1,3,30,"f","f","moderate",8754
"289","t","t","Jamaica Plain","Apartment","Private room",2,1,1,1,"Real Bed",85,1,2,14,"f","f","flexible",8754
"290","f","t","Jamaica Plain","House","Private room",2,1,1,1,"Real Bed",97,1,1,184,"f","f","moderate",8754
"291","f","t","Jamaica Plain","Condominium","Entire home/apt",6,1,2,3,"Real Bed",250,2,3,6,"f","f","strict",8754
"292","t","t","Jamaica Plain","Condominium","Entire home/apt",10,2,5,6,"Real Bed",250,8,2,47,"f","t","strict",8754
"293","f","t","Jamaica Plain","Condominium","Entire home/apt",2,1,1,1,"Real Bed",100,1,7,1,"f","f","flexible",8754
"294","f","f","Jamaica Plain","Guest suite","Entire home/apt",2,1,0,1,"Real Bed",110,1,2,3,"t","f","moderate",8754
"295","t","t","Jamaica Plain","House","Entire home/apt",2,1,1,1,"Real Bed",135,1,2,145,"f","f","strict",8754
"296","f","f","Jamaica Plain","Apartment","Entire home/apt",4,1,1,2,"Real Bed",99,1,2,31,"f","f","moderate",8754
"297","t","t","Jamaica Plain","Apartment","Entire home/apt",7,1,2,5,"Real Bed",300,4,2,22,"f","f","moderate",8754
"298","f","f","Jamaica Plain","House","Private room",2,1,1,1,"Real Bed",40,1,1,2,"t","f","flexible",8754
"299","t","t","Jamaica Plain","House","Private room",2,2,1,1,"Real Bed",70,2,2,10,"t","f","flexible",8754
"300","f","t","Jamaica Plain","Condominium","Entire home/apt",2,1,1,1,"Real Bed",125,2,2,24,"f","t","strict",8754
"301","f","f","Jamaica Plain","Apartment","Entire home/apt",5,1,2,3,"Real Bed",175,3,7,40,"f","f","moderate",8754
"302","f","t","Jamaica Plain","House","Entire home/apt",4,2,2,2,"Real Bed",178,1,3,2,"f","f","flexible",8754
"303","f","t","Jamaica Plain","Apartment","Entire home/apt",3,1,0,2,"Real Bed",109,2,1,33,"f","f","moderate",8754
"304","f","t","Jamaica Plain","House","Private room",2,1,1,1,"Real Bed",67,1,3,0,"f","f","flexible",8754
"305","f","t","Jamaica Plain","House","Entire home/apt",5,1,2,2,"Real Bed",180,1,3,1,"t","f","strict",8754
"306","t","t","Jamaica Plain","House","Entire home/apt",3,1,1,2,"Real Bed",145,2,2,138,"t","t","strict",8754
"307","t","t","Jamaica Plain","Townhouse","Entire home/apt",7,1.5,2,5,"Real Bed",200,3,1,10,"f","t","moderate",8754
"308","f","t","Jamaica Plain","Apartment","Private room",1,1,1,1,"Real Bed",65,1,1,2,"f","f","strict",8754
"309","t","t","Jamaica Plain","House","Private room",2,1,1,1,"Real Bed",60,1,3,66,"f","f","flexible",8754
"310","f","f","Jamaica Plain","Apartment","Private room",2,1,1,1,"Real Bed",55,1,1,10,"f","f","flexible",8754
"311","f","f","Jamaica Plain","Apartment","Private room",2,1,1,1,"Real Bed",50,1,1,47,"f","f","moderate",8754
"312","f","t","Jamaica Plain","Condominium","Entire home/apt",6,2,2,2,"Real Bed",180,2,3,10,"f","f","strict",8754
"313","f","f","Jamaica Plain","House","Private room",2,1,1,1,"Real Bed",65,1,1,2,"f","f","strict",8754
"314","t","t","Jamaica Plain","Apartment","Entire home/apt",4,1,2,2,"Real Bed",122,2,2,31,"f","t","moderate",8754
"315","f","t","Jamaica Plain","Condominium","Private room",2,1,1,1,"Real Bed",70,1,1,9,"f","f","flexible",8754
"316","f","t","Jamaica Plain","Condominium","Private room",2,1,1,1,"Real Bed",95,1,3,0,"f","f","strict",8754
"317","f","t","Jamaica Plain","Apartment","Entire home/apt",2,1,1,1,"Real Bed",140,1,6,0,"t","f","flexible",8754
"318","t","f","Jamaica Plain","Apartment","Entire home/apt",4,1,1,3,"Real Bed",165,2,1,36,"t","t","moderate",8754
"319","f","t","Jamaica Plain","House","Entire home/apt",2,1.5,1,1,"Real Bed",135,1,5,1,"f","f","strict",8754
"320","t","f","Jamaica Plain","Apartment","Entire home/apt",6,1,2,3,"Real Bed",150,2,3,50,"f","f","moderate",8754
"321","f","f","Jamaica Plain","Apartment","Entire home/apt",6,1,2,3,"Real Bed",200,4,4,0,"t","f","strict",8754
"322","f","t","Jamaica Plain","Apartment","Entire home/apt",2,1,1,1,"Real Bed",84,2,1,2,"t","f","flexible",8754
"323","t","t","Jamaica Plain","House","Entire home/apt",3,1,1,1,"Real Bed",90,2,2,292,"t","t","strict",8754
"324","f","f","Jamaica Plain","Condominium","Private room",2,1,1,1,"Real Bed",100,1,2,0,"f","f","flexible",8754
"325","t","t","Jamaica Plain","Condominium","Entire home/apt",3,1.5,1,1,"Real Bed",225,2,1,47,"f","t","strict",8754
"326","f","t","Jamaica Plain","Apartment","Entire home/apt",3,1,2,3,"Real Bed",225,3,5,30,"f","f","moderate",8754
"327","t","t","Jamaica Plain","Apartment","Private room",2,1,1,1,"Real Bed",85,1,2,131,"t","f","strict",8754
"328","f","t","Jamaica Plain","Apartment","Private room",3,1,1,1,"Real Bed",29,2,2,5,"t","f","strict",8754
"329","f","t","Jamaica Plain","Condominium","Private room",2,1,1,1,"Real Bed",40,1,1,14,"f","f","flexible",8754
"330","t","t","Jamaica Plain","Apartment","Entire home/apt",2,1,0,1,"Real Bed",173,2,2,219,"t","t","moderate",8754
"331","f","t","Jamaica Plain","Condominium","Entire home/apt",4,1,2,1,"Real Bed",180,2,2,4,"f","t","moderate",8754
"332","f","f","Jamaica Plain","Condominium","Entire home/apt",4,1,1,2,"Real Bed",159,1,1,24,"t","t","moderate",8754
"333","f","t","Jamaica Plain","Apartment","Entire home/apt",5,1,2,3,"Real Bed",175,2,2,11,"t","t","strict",8754
"334","f","f","Jamaica Plain","Apartment","Entire home/apt",6,1,3,3,"Real Bed",299,1,1,0,"f","f","flexible",8754
"335","f","t","Jamaica Plain","Apartment","Private room",1,1,1,1,"Real Bed",60,1,3,0,"f","f","flexible",8754
"336","t","t","Jamaica Plain","Guest suite","Private room",6,1,2,3,"Real Bed",139,4,2,37,"f","f","moderate",8754
"337","t","t","Jamaica Plain","House","Private room",2,2,1,1,"Real Bed",50,1,2,61,"t","f","moderate",8754
"338","f","t","Jamaica Plain","Apartment","Entire home/apt",4,2,2,2,"Real Bed",250,1,1,1,"f","f","moderate",8754
"339","f","f","Jamaica Plain","Townhouse","Entire home/apt",4,2.5,3,3,"Real Bed",240,1,3,8,"t","f","flexible",8754
"340","f","f","Jamaica Plain","House","Entire home/apt",6,3,3,6,"Real Bed",450,1,1,11,"f","f","flexible",8754
"341","t","t","Jamaica Plain","Apartment","Entire home/apt",4,1,2,2,"Real Bed",200,4,1,13,"f","f","flexible",8754
"342","t","t","Jamaica Plain","Apartment","Entire home/apt",6,1,2,3,"Real Bed",130,4,1,15,"f","t","moderate",8754
"343","f","f","Jamaica Plain","Apartment","Entire home/apt",4,1,1,3,"Real Bed",117,4,1,10,"t","f","strict",8754
"344","f","f","Jamaica Plain","Apartment","Shared room",2,1,1,1,"Pull-out Sofa",60,1,2,96,"f","f","strict",8754
"345","f","t","Jamaica Plain","Apartment","Private room",2,1,1,1,"Real Bed",65,1,2,2,"t","f","moderate",8754
"346","f","f","Jamaica Plain","Apartment","Entire home/apt",6,1,3,3,"Real Bed",151,1,2,7,"t","f","flexible",8754
"347","f","f","Jamaica Plain","House","Entire home/apt",2,2,1,1,"Real Bed",230,1,3,0,"f","f","flexible",8754
"348","t","t","Jamaica Plain","Townhouse","Private room",2,1.5,1,2,"Real Bed",84,1,3,37,"f","f","moderate",8754
"349","f","t","Jamaica Plain","Apartment","Entire home/apt",2,1,1,1,"Futon",95,2,2,14,"f","f","moderate",8754
"350","f","f","Jamaica Plain","Apartment","Entire home/apt",4,1,2,2,"Real Bed",160,4,1,22,"f","f","flexible",8754
"351","t","t","Jamaica Plain","Apartment","Private room",2,1,1,1,"Real Bed",115,1,2,78,"f","f","moderate",8754
"352","f","t","Jamaica Plain","Loft","Entire home/apt",4,1,2,4,"Real Bed",220,4,3,18,"f","f","moderate",8754
"353","t","t","Jamaica Plain","Condominium","Private room",1,1,1,1,"Real Bed",88,1,6,198,"f","f","moderate",8754
"354","f","t","Jamaica Plain","Apartment","Entire home/apt",5,1,2,3,"Real Bed",150,1,3,12,"f","f","strict",8754
"355","f","t","Jamaica Plain","House","Entire home/apt",8,1,3,4,"Real Bed",275,6,3,76,"f","t","strict",8754
"356","t","t","Jamaica Plain","House","Private room",2,1,1,1,"Real Bed",100,2,3,38,"f","f","moderate",8754
"357","t","t","Jamaica Plain","Apartment","Private room",2,1,1,2,"Real Bed",50,2,1,234,"t","f","flexible",8754
"358","f","f","Jamaica Plain","Apartment","Private room",1,1,1,1,"Real Bed",50,1,5,0,"f","f","moderate",8754
"359","t","t","Jamaica Plain","Apartment","Entire home/apt",5,1,2,3,"Real Bed",175,4,2,8,"f","f","flexible",8754
"360","f","t","Jamaica Plain","Apartment","Entire home/apt",6,1.5,3,3,"Real Bed",499,5,2,96,"f","f","strict",8754
"361","t","t","Jamaica Plain","Apartment","Private room",2,1,1,1,"Real Bed",50,2,1,220,"t","f","flexible",8754
"362","f","t","Jamaica Plain","House","Entire home/apt",8,2.5,3,3,"Real Bed",300,2,3,7,"f","t","strict",8754
"363","f","f","Jamaica Plain","Apartment","Private room",3,1,1,1,"Real Bed",120,1,1,3,"t","f","strict",8754
"364","f","t","Jamaica Plain","Apartment","Private room",2,1,1,1,"Real Bed",100,1,4,6,"f","f","moderate",8754
"365","t","t","Jamaica Plain","Apartment","Entire home/apt",2,1,1,1,"Real Bed",90,1,2,208,"t","t","strict",8754
"366","f","t","Jamaica Plain","Apartment","Entire home/apt",4,1,2,2,"Real Bed",249,2,2,71,"f","t","strict",8754
"367","f","t","Jamaica Plain","Condominium","Entire home/apt",5,1,2,2,"Real Bed",250,2,3,5,"f","t","strict",8754
"368","f","t","Jamaica Plain","Apartment","Private room",2,1,1,1,"Real Bed",109,1,2,26,"f","f","moderate",8754
"369","f","t","Jamaica Plain","Apartment","Private room",2,1,1,1,"Real Bed",100,1,2,54,"f","f","flexible",8754
"370","t","t","Jamaica Plain","House","Entire home/apt",2,1,1,1,"Real Bed",130,2,2,44,"f","t","flexible",8754
"371","f","t","Jamaica Plain","Apartment","Entire home/apt",4,1,2,2,"Real Bed",185,2,2,37,"f","t","flexible",8754
"372","f","t","Jamaica Plain","Apartment","Private room",2,1,1,1,"Real Bed",82,2,3,18,"f","f","moderate",8754
"373","f","t","Jamaica Plain","Apartment","Private room",2,2,1,1,"Pull-out Sofa",150,1,1,0,"f","f","flexible",8754
"374","t","t","Jamaica Plain","Apartment","Private room",2,1,1,1,"Real Bed",60,2,1,344,"t","f","flexible",8754
"375","f","f","Jamaica Plain","House","Entire home/apt",10,3.5,4,7,"Real Bed",650,1,2,1,"f","f","flexible",8754
"376","f","f","Jamaica Plain","Apartment","Entire home/apt",4,1,1,1,"Real Bed",174,4,3,0,"f","f","moderate",8754
"377","t","t","Jamaica Plain","House","Entire home/apt",10,2.5,4,6,"Real Bed",575,8,3,54,"f","f","strict",8754
"378","t","t","Jamaica Plain","Apartment","Entire home/apt",4,1,2,2,"Real Bed",180,2,2,82,"f","t","moderate",8754
"380","f","t","Jamaica Plain","Apartment","Private room",2,1,1,1,"Real Bed",63,1,2,3,"f","f","flexible",8754
"381","f","t","Jamaica Plain","Apartment","Entire home/apt",5,1,2,2,"Real Bed",255,1,2,6,"f","f","strict",8754
"382","t","t","Jamaica Plain","House","Private room",1,1,1,1,"Real Bed",50,1,2,58,"t","f","strict",8754
"383","f","t","Jamaica Plain","Apartment","Private room",2,2,1,1,"Real Bed",95,1,1,1,"f","f","flexible",8754
"384","f","t","Jamaica Plain","House","Private room",2,1,1,1,"Real Bed",54,1,1,0,"f","f","flexible",8754
"385","f","t","Jamaica Plain","House","Entire home/apt",9,2,4,6,"Real Bed",250,8,5,5,"f","f","strict",8754
"386","f","f","Jamaica Plain","Apartment","Entire home/apt",12,2,4,5,"Real Bed",725,1,3,17,"f","f","strict",8754
"387","t","t","Jamaica Plain","House","Entire home/apt",5,1,2,4,"Real Bed",199,3,2,69,"f","f","strict",8754
"388","t","t","Jamaica Plain","House","Entire home/apt",4,1,2,3,"Real Bed",145,2,2,137,"f","f","moderate",8754
"389","t","t","Jamaica Plain","House","Entire home/apt",6,1.5,3,3,"Real Bed",300,1,4,11,"f","f","strict",8754
"390","f","t","Jamaica Plain","Condominium","Private room",2,1,1,1,"Real Bed",105,1,1,0,"f","f","moderate",8754
"391","t","t","Jamaica Plain","Condominium","Private room",4,1,1,2,"Real Bed",75,2,1,35,"t","f","moderate",8754
"392","f","t","Jamaica Plain","Condominium","Entire home/apt",4,1,2,2,"Real Bed",180,1,1,1,"f","f","flexible",8754
"393","f","t","Jamaica Plain","Apartment","Private room",2,1,1,1,"Futon",70,2,2,41,"f","f","moderate",8754
"394","t","t","Jamaica Plain","Apartment","Entire home/apt",3,2,2,2,"Real Bed",110,3,3,1,"t","f","moderate",8754
"395","f","f","Jamaica Plain","House","Private room",2,2,1,2,"Real Bed",100,1,2,20,"f","f","flexible",8754
"396","t","t","Jamaica Plain","House","Entire home/apt",11,3.5,5,5,"Real Bed",500,6,3,45,"f","t","strict",8754
"397","f","t","Jamaica Plain","House","Entire home/apt",8,2.5,3,4,"Real Bed",450,4,2,12,"f","f","moderate",8754
"398","t","t","Jamaica Plain","House","Private room",2,1,1,1,"Real Bed",99,1,2,103,"f","f","strict",8754
"399","t","t","Jamaica Plain","Townhouse","Private room",2,1.5,1,1,"Real Bed",50,1,1,5,"f","f","strict",8754
"400","f","f","Jamaica Plain","Apartment","Entire home/apt",3,1,1,1,"Real Bed",150,1,3,0,"f","f","strict",8754
"401","t","t","Jamaica Plain","Condominium","Private room",2,1,1,1,"Real Bed",90,1,1,12,"t","f","flexible",8754
"402","t","t","Jamaica Plain","Condominium","Entire home/apt",6,1,2,3,"Real Bed",128,1,2,0,"f","f","flexible",8754
"403","f","t","Jamaica Plain","Apartment","Private room",2,1,1,1,"Real Bed",98,1,2,1,"f","f","moderate",8754
"404","f","t","Jamaica Plain","House","Private room",3,1,1,2,"Real Bed",90,2,2,155,"f","f","moderate",8754
"405","f","t","Jamaica Plain","Apartment","Entire home/apt",9,1,3,4,"Real Bed",245,6,1,31,"t","t","moderate",8754
"406","f","t","Jamaica Plain","Apartment","Private room",2,1,1,2,"Real Bed",78,1,2,3,"f","f","strict",8754
"407","f","t","Jamaica Plain","House","Entire home/apt",6,2,4,3,"Real Bed",159,4,2,46,"f","f","moderate",8754
"408","f","t","Jamaica Plain","House","Private room",2,1,1,1,"Real Bed",200,2,2,16,"f","f","strict",8754
"409","t","t","Jamaica Plain","Apartment","Private room",2,1,1,1,"Real Bed",65,1,1,1,"f","f","flexible",8754
"410","f","t","Jamaica Plain","Apartment","Entire home/apt",4,1,2,2,"Real Bed",145,2,1,21,"f","t","moderate",8754
"411","t","t","Jamaica Plain","Condominium","Entire home/apt",4,1.5,2,3,"Real Bed",85,2,2,12,"f","f","moderate",8754
